,Latitude,Longitude,count
3414,51.41667,0.13333,11
3652,53.28595,-6.37739,11
2589,43.950113571,-79.61632385,11
565,21.42667,39.82611,11
495,18.3833333,-77.3666667,11
2418,42.9730883,-84.6210986,11
1658,39.57974,-77.00399,11
1478,38.822613,-77.1041453,11
1177,36.0089518,-86.5199935,11
1485,38.8537233,-77.2594273,11
1651,39.5355966,-87.122793,11
1388,38.2209651,-78.4475108,11
3158,48.7958816883755,2.13578939437866,11
2540,43.595233,-94.0930153,11
2624,44.1334023,-70.82256599999999,11
3673,53.42133,-6.27008,11
2895,46.25007003,-81.666483661,11
1982,40.99367,-81.52039000000001,11
1542,38.9409443,-77.0646998,11
1006,34.1851561,-79.7236728,11
2377,42.8030148,-107.4720133,11
1218,36.3398184,-83.0029404,11
2740,44.890472,10.901395,10
590,22.38333,-79.59999999999999,10
1588,39.1889972,-76.57190900000001,10
3609,52.62783,1.29834,10
3541,52.205,0.175,10
814,31.66667,35.25,10
1468,38.782058,-77.1463691,10
2140,41.763434,-71.4100559,10
3597,52.52437,13.41053,10
2273,42.3889502,-78.9258689,10
3543,52.22977,21.01178,10
3423,51.4813889,11.9855556,10
2287,42.4367527,-73.0537118,10
1990,41.0242258,-80.61479540000001,10
637,26.1517576,-81.79675469999999,10
3630,52.9536023000285,-1.15047454833984,10
1921,40.74589,-78.46641,10
2555,43.646161,-70.309281,10
2909,46.3811203,-103.0090549,10
3666,53.3829700049879,-1.46590232849121,10
1362,37.97945,23.71622,10
1521,38.9126115,-77.0491438,10
2031,41.318104,-82.2168226,10
2162,41.84886,-88.30844,10
2386,42.8514784,-71.02839040000001,10
2324,42.611735,-77.2919246,10
1784,40.0853766,-76.03105909999999,10
136,-30,26,10
1007,34.1931538,-91.7242961,10
2944,46.6666667,7.1666667,10
140,-30.5,29,10
235,-6.4958,110.8439,10
2463,43.1366597,-89.74623389999999,10
290,-89.997553,139.272892,10
1100,35.2022334,-111.6637729,10
3813,59.3254,18.03148,10
3277,5.86667,-55.16667,10
2427,42.9981156,-78.1875167,9
1025,34.4366667,35.8497222,9
1794,40.1253701,-76.999977,9
1925,40.7525,-73.8166667,9
1461,38.7492833,-77.6480469,9
1635,39.4733834,-85.9227616,9
1002,34.146954,-117.4228256,9
3438,51.5,-0.4166667,9
3276,5.86638,-55.16682,9
1432,38.5363,-0.1068,9
1968,40.9395304,-76.1716009,9
1764,4.5166667,-74.4333333,9
1666,39.6400914,-78.3711223,9
907,33.32779,-84.63488,9
726,29.7607838,-95.3977168,9
2231,42.1586996,-74.5204306,9
3778,56.39153,-3.43951,9
2345,42.6833,23.3166,9
2750,44.966810138,-79.382930876,9
3507,52,-1,9
2217,42.0965915,-111.8374493,9
2215,42.0872452,-90.1734613,9
3302,50.3833333,-4.1333333,9
2124,41.6907,-71.5671,9
3495,51.84598,-2.23795,9
1697,39.7834391,-76.1330074,9
3189,48.8776,2.35514,9
2331,42.6289652,-74.1840213,9
2295,42.4812059,-71.2089445,9
1889,40.6067128,-84.9533005,9
1833,40.33111,-75.24944000000001,9
2738,44.88361,-93.97083000000001,8
3362,51.066850622,-73.315867192,8
2474,43.1783937,-77.9450128,8
2623,44.1294062,-91.0331973,8
636,26.14863,-81.79636000000001,8
2319,42.5886281,-88.4298189,8
1077,34.9451141,-82.78041469999999,8
423,15.1,108.55,8
1018,34.27982,-92.49044000000001,8
3667,53.386,-2.603,8
1423,38.4879946092148,21.29150390625,8
3657,53.31861,-8.06833,8
1040,34.54176,-91.98347,8
3026,47.355,5.052,8
3285,50.05,11.85,8
150,-31.8833333,149.9166667,8
1042,34.54541,-91.96768,8
3475,51.633128319,-120.835896769,8
2752,44.983410416,-79.416333346,8
3697,54,-2,8
719,29.58544,-97.96698000000001,8
1189,36.1235963,-111.8834947,8
2009,41.15126,14.18155,8
2038,41.3367606,-73.94791650000001,8
3392,51.2795818892475,1.08078002929688,8
1530,38.9206669,-77.0613664,8
2219,42.11324,-114.9131,8
1967,40.93761,-76.16761,8
1692,39.7747813,-84.0799363,8
817,31.75,35,8
2721,44.7919049,-95.09722499999999,8
1120,35.3823635,-80.4903425,8
178,-35.708181623,174.560186958,8
1107,35.2428656,-89.9253652,8
3275,5.45,-53.1333333,8
3569,52.36667,4.88333,8
995,34.1016777,-117.4342146,8
2785,45.2542,9.132899999999999,8
364,12.994414,80.18051699999999,8
1130,35.4911934,-89.78397099999999,8
2119,41.6748157,-74.13264479999999,8
1808,40.1895124,-81.1984393,8
3856,63.3166667,22.4833333,8
2604,44,7.25,8
2441,43.0658456,-88.0050876,8
1907,40.68562,-78.81864,8
3058,47.6833333,3.3166667,7
3508,52,10,7
3109,48.2084877601653,16.3720750808716,7
2931,46.5408417,-102.867112,7
329,10.4166667,-74.45,7
2591,43.95371,-78.16571,7
2499,43.3009149,-70.9783965,7
3112,48.2113485,-113.5901006,7
1453,38.71667,-9.133330000000001,7
1583,39.150114,-74.782943,7
2209,42.0625924,-73.1912222,7
884,32.87519,13.18746,7
2828,45.566834171,-66.632168174,7
3264,49.96667,5.93333,7
1064,34.8328775,-95.0619057,7
3289,50.08333,6,7
3524,52.09675,5.0370832,7
2462,43.1294377,-89.7790119,7
2199,41.98174,-76.9658,7
2797,45.356787,11.284496,7
162,-33.8178,151.00348,7
224,-5.3507195,72.2454674,7
3159,48.8,2.13333,7
2985,47.04611,29.38722,7
214,-45.1666667,170.5333333,7
2422,42.9875714,-74.7976486,7
3535,52.18831,-0.45316,7
2491,43.2550615,-77.6630595,7
3779,56.4,-3.4333333,7
1816,40.2227,-75.10129999999999,7
2739,44.8841292,-93.97052549999999,7
1205,36.20278,37.15861,7
2851,45.83333,11.16667,7
2153,41.833436,-70.8328162,7
1561,39.00846,-83.79925,7
1210,36.2505225,-121.2515915,7
2947,46.6774648,-109.0854427,7
2487,43.2447138,-89.42900729999999,7
2867,45.9833333,-0.65,7
2642,44.250118415,-78.79956922,7
3749,55.8651497187961,-4.25763130187988,7
1926,40.7536679,-82.52489180000001,7
2285,42.4311947,-73.46816680000001,7
3686,53.682815231,-129.736681752,7
1919,40.7378731,-75.60296390000001,7
833,32.01166,-110.69267,7
940,33.64836,-98.46944999999999,7
1047,34.62072,50.37992,7
1581,39.15,-7.85,7
1994,41.0423196,-74.53376919999999,7
1365,38.003657,-91.0206915,7
2541,43.5967362,-75.50462469999999,7
2390,42.8620032,-78.7161409,7
2240,42.24926,-71.810349,7
1184,36.065408,-81.4625963,6
2904,46.350142216,-60.981795958,6
910,33.3412337,-90.2773066,6
2057,41.4373157,-73.7762439,6
1638,39.4806406,-80.1359112,6
1270,36.9057863,-121.8438429,6
3034,47.416849189,-77.949509835,6
1266,36.8912586,-76.2618842,6
3420,51.45,0.05,6
1783,40.079778,-83.07302799999999,6
658,27.11771,-82.41379999999999,6
1437,38.5861665,-86.4016531,6
552,20.2666667,-104.45,6
1156,35.8047883,-88.5106076,6
3306,50.5,-4,6
819,31.7621153,-95.6307891,6
720,29.6499,91.09999999999999,6
828,31.86667,35.21667,6
1812,40.21122,-75.2749,6
3213,49.28373,6.65659,6
1138,35.54397,-92.63155,6
1366,38.0049214,-121.805789,6
1863,40.4880951,-89.6756609,6
1607,39.262608,-76.4330157,6
1195,36.14474,-5.35257,6
752,30.1160393,-84.15822439999999,6
1405,38.3283996,-85.9433016,6
1522,38.9128893,-77.0488661,6
1037,34.51662,-77.91739,6
1985,41.0138429552247,28.9496612548828,6
1620,39.3603743,-79.6908935,6
1737,39.9306685,-75.1635112,6
3470,51.589167,5.702778,6
1019,34.2945362,-85.5255162,6
1420,38.4622865,-85.5427382,6
2088,41.54941,-72.08833,6
1981,40.9925844,-75.9101994,6
1979,40.962875,-75.0201744,6
3128,48.4125215,-102.8199043,6
611,24.4686111,39.6141667,6
2093,41.58194,-81.565,6
1206,36.20655,36.15722,6
1728,39.8722,-75.24536000000001,6
3546,52.23439,-0.8812,6
1429,38.5225996,-81.03344060000001,6
2989,47.0582953,-110.8007748,6
1395,38.24707,-85.77675000000001,6
1698,39.7834482,-74.9662768,6
3169,48.8344,2.324,6
1675,39.7167792,-75.63298349999999,6
3457,51.53333,-0.26667,6
1457,38.7376151,-76.92636210000001,6
3608,52.62015,1.37233,6
165,-33.85,151.25,6
2665,44.4333333,5.05,6
365,13,80.25,6
2507,43.38,-0.418611,6
166,-33.8591549012481,151.211442947388,6
2460,43.126637,-103.6979776,6
374,13.1833333,-59.5333333,6
386,13.55,-88.81667,6
107,-26.6166667,30.65,6
2631,44.1575733,-70.04060749999999,6
2521,43.4728475,-73.4498339,6
110,-27.4833333,116.2666667,6
2699,44.6167289,-70.01589180000001,6
328,10.4,50.7333333,6
3783,56.5,-6,6
3817,59.6352155629442,17.9125213623047,6
49,-17.5272222,-71.12527780000001,6
2548,43.627,1.3811,6
521,19.33333,-99.5,6
185,-37.06667,-70.28333000000001,6
522,19.4361,-99.0719,6
2557,43.6666667,3.8333333,6
2243,42.27232,-71.2453332,6
2407,42.9573019,-72.8973215,6
2574,43.7976,-0.1531,6
444,17.11667,-61.73333,6
3615,52.67583,1.28278,6
3843,60.4775,-150.9283333,6
2421,42.9875328,-84.66082299999999,6
354,12.5199,37.434047,6
977,34.0004338,-81.000091,5
2950,46.709816158,-77.89670680899999,5
527,19.53008,99.24592,5
2356,42.7216381,-94.2238517,5
2373,42.781,-96.17395999999999,5
248,-64.4666667,-63.6166667,5
1048,34.6233572,-112.0640467,5
3295,50.150088082,-91.066912976,5
2672,44.476454,-70.4189512,5
3316,50.687,3.076,5
3694,53.8659,-1.66057,5
1825,40.2731636,-74.7779396,5
2729,44.8374628,-93.6407923,5
3509,52,20,5
2840,45.6938151,-112.4439,5
3504,51.9516714457434,4.55241680145264,5
2226,42.1378886,-124.3081523,5
2003,41.1097802,-80.68868759999999,5
2262,42.3503577,-75.3348974,5
768,30.5,32.25,5
2883,46.1666667,6.1666667,5
2887,46.200140821,-61.065207187,5
3354,51,4.5,5
3430,51.4943166109661,-0.6646728515625,5
3422,51.47785,-0.12351,5
812,31.6238284,-81.59816549999999,5
2899,46.316836932,-60.448465338,5
2901,46.336613,-86.7729319,5
2308,42.5584109,-74.1001327,5
924,33.5102,36.29128,5
1840,40.3739569,-81.7540176,5
3798,57.20194,-2.19778,5
1135,35.51369,-91.23068000000001,5
3801,57.4666667,-4.2333333,5
1277,36.9637291,-81.2939908,5
1569,39.0545513,-78.49639809999999,5
1313,37.360046,-91.66598,5
2633,44.1595083,-71.8934215,5
1326,37.5408842,-90.5903984,5
1327,37.5481160131894,-77.4467468261719,5
1339,37.7248643,-77.0894164,5
3150,48.692069,6.230458,5
1524,38.9170558,-77.0471993,5
3890,8.316666700000001,100.35,5
1517,38.91095,-76.92563,5
1368,38.0171441,-122.2885808,5
2553,43.63917,-94.09972,5
3127,48.3927948599392,10.0111198425293,5
1419,38.4312129,-81.094275,5
1476,38.8048356,-77.0469214,5
2576,43.8111811,-72.1031428,5
1430,38.523043,-108.7673222,5
1435,38.5792191,-90.3170599,5
3908,9.722222199999999,-67.425,5
3054,47.6223,-122.3566,5
3192,48.916801578,-87.38327758200001,5
1717,39.8366528,-105.0372046,5
1269,36.9006123,-93.3099079,5
1715,39.8280678,-98.5797874,5
1714,39.8275744,-80.89398370000001,5
1116,35.3226635,-78.38889229999999,5
2444,43.0706398,-71.2092292,5
3000,47.15715,10.73228,5
3631,53,25,5
3252,49.75,6.1,5
3244,49.599605179,-126.569668222,5
169,-34,20,5
1169,35.92536,-93.59741,5
1659,39.57994,-77.00657,5
2651,44.323669,-72.5414979,5
2478,43.1908948,-77.7319504,5
3844,61.0833333,26.0166667,5
3846,61.16667,-149.25056,5
3847,61.1741667,-149.9961111,5
124,-29.15,153.2833333,5
1614,39.288995,-76.8052517,5
2497,43.2945185,-72.9378796,5
669,27.7937,-82.36969999999999,5
1998,41.08283,-81.51927999999999,5
3537,52.19714,0.12823,5
3566,52.33333,4.83333,5
2087,41.5398198,-72.8676012,5
2802,45.3997187,-85.8284146,5
2123,41.6876088,-70.40308039999999,5
609,24,90,5
2081,41.5045,-81.58429,5
2192,41.9600988,-71.4578372,5
511,18.93667,72.89749999999999,5
3570,52.36972,-1.47972,5
603,23.11667,113.25,5
3550,52.25,-0.8833299999999999,5
2819,45.506979346,-73.796388053,5
574,21.8,-79.9833333,5
3685,53.6666667,15,4
370,13.1333333,108.3166667,4
1652,39.5389816,-78.5133458,4
2467,43.1456315,-73.3976116,4
1183,36.0601451,-78.7833388,4
1190,36.13333,-5.35,4
480,18.25,-77.5,4
163,-33.8405556,151.2072222,4
1930,40.7608,-73.9706,4
1164,35.9036916,-84.081023,4
846,32.25,35.75,4
1664,39.6325864,-79.12225239999999,4
849,32.2707008,-88.7697695,4
2458,43.1215,5.8482,4
2716,44.7547709,-72.5053892,4
1670,39.670095,-77.96999940000001,4
1901,40.65425,-76.90248,4
1151,35.76353,74.70563,4
3823,6.25,-75.61667,4
3693,53.8333333,-1.8333333,4
1927,40.7566667,-73.9691667,4
2202,42.0000996,-71.1961615,4
1645,39.52258,-87.12390000000001,4
1643,39.5082591,-117.0034212,4
1273,36.933119,-94.0946568,4
3572,52.37403,4.88969,4
1264,36.861259,-76.3035524,4
2500,43.3017356,-75.06710510000001,4
1249,36.7282054,-76.58356209999999,4
1619,39.350073,-82.04986510000001,4
624,25.2069444,67.2638889,4
2266,42.3792356,-77.71888250000001,4
3437,51.5,-0.33333,4
119,-28.5,23.5,4
1626,39.4051017,-77.5083204,4
2641,44.250096977,-80.566403585,4
3215,49.28576,6.65876,4
3431,51.49814,-0.63871,4
799,31.2343477,-84.7271413,4
3220,49.350123731,-73.632424474,4
3427,51.48979,0.06962,4
2352,42.716791079,-81.31644395399999,4
3676,53.45909,-6.21942,4
810,31.5957216,-91.3356687,4
1215,36.3,-5.5333333,4
2126,41.7001006,-71.4995045,4
138,-30.2333333,120.95,4
2481,43.2097838,-77.69306020000001,4
1146,35.7,-0.6333333,4
1933,40.77339,-82.60184,4
3703,54.25,-7,4
3699,54,21,4
3733,55.0666667,-3.55,4
3781,56.482917589,-130.504051443,4
3304,50.466561759,-118.08557465,4
3363,51.07188,-1.73677,4
2980,46.966758954,-82.99985085900001,4
3724,54.7768000648463,-1.57575488090515,4
3773,56.25,10.2,4
1836,40.35843,-75.86909,4
488,18.35356,-64.75042000000001,4
2381,42.8133566,-86.10226400000001,4
2940,46.6066015,-111.9833281,4
1023,34.3600906,-85.9455286,4
2683,44.5002605,-100.2506864,4
3768,56.1166667,-3.8,4
1276,36.9588889,10.7636111,4
1770,4.8933333,-73.4691667,4
1014,34.242229,-117.4981066,4
2376,42.7989754,-71.7411851,4
2337,42.6556491,-70.89949559999999,4
2361,42.73278,-73.67861000000001,4
2690,44.5331109,-72.0317632,4
3751,55.87194,-4.43306,4
299,0.1166667,-79.2666667,4
1796,40.1253879,-74.9998916,4
976,33.99167,39.22778,4
3337,50.86728,0.58145,4
1800,40.1345266,-78.0875054,4
1059,34.78926,-92.35571,4
1063,34.8251,-90.65011,4
2402,42.9386856,-74.1881858,4
1850,40.42035,-79.11669999999999,4
1881,40.56728,-89.62812,4
1124,35.4520206,-86.2599922,4
2659,44.403137,8.274547,4
192,-39.46824061,176.610215069,4
2921,46.5,11.33333,4
193,-39.5,-70.2166667,4
2660,44.4074655,-94.1899696,4
2433,43.03333,-7.41667,4
2805,45.43333,10.78333,4
2922,46.5,27,4
1871,40.5295443,-75.3485124,4
2664,44.43333,5.05,4
2102,41.6095422,-72.93538100000001,4
2763,45.08137,7.52018,4
3286,50.0623,19.9617,4
1723,39.86202,-79.98061,4
898,33.1917835,-96.6669382,4
207,-42.738301326,172.700142297,4
1859,40.44825,-79.89807999999999,4
904,33.28623,-91.58429,4
1081,35.0331389,-87.7380824,4
2320,42.59342,-71.72696999999999,4
2986,47.050058663,-72.465800124,4
2321,42.5953124,-85.4694574,4
3788,56.85,-2.56667,4
765,30.3907538,-88.9975341,4
2953,46.7444099,-109.1471131,4
2614,44.0606281,-70.39366750000001,4
1548,38.9523323,-78.14694369999999,4
3079,47.9,16.5166667,4
1525,38.9170559,-77.0002539,4
2531,43.55,13.16667,4
2250,42.3075,-84.0167,4
1299,37.2208838,-89.4609209,4
3591,52.5,-0.71667,4
523,19.436303,-99.072097,4
3064,47.7166667,9.9833333,4
3603,52.58722,-7.34444,4
21,-12.6247222,-72.9586111,4
1567,39.0434423,-77.18831350000001,4
665,27.6333333,-105,4
72,-21.6844444,34.7033333,4
2152,41.8334327,-71.5995085,4
2155,41.8375,-83.59028000000001,4
39,-16.0666667,123.4,4
3526,52.1004555240053,5.04263877868652,4
1991,41.0300548,-82.51572640000001,4
2239,42.2437044,-71.81340470000001,4
3133,48.5,0.9166666999999999,4
660,27.45,73.7166667,4
1309,37.290679,-80.681178,4
2529,43.5335672,-94.63164620000001,4
2833,45.600081193,-71.132354198,4
3869,7.4,99.84999999999999,4
1489,38.868168,-76.9580301,4
2512,43.41667,10.71667,4
3070,47.81929,13.21488,4
2210,42.0691942,-87.9584028,4
653,26.9236694,-80.09504219999999,4
2251,42.32559,-111.2987,4
3095,48.066864883,-76.03258729,4
3108,48.201,16.36,4
101,-25.7666667,20.0333333,4
3862,66.634191785,-86.882575746,4
1513,38.905606,-90.64178920000001,4
1586,39.1834456,-75.52464620000001,4
439,16.95,-91.3166667,4
1515,38.9076116,-77.0374769,4
516,19.03333,73.31667,4
2025,41.2953274,-82.2193231,4
3480,51.67109,-1.28278,4
2072,41.4873247,-71.31532850000001,4
3497,51.86568,-2.2431,4
2198,41.9767629,-72.7789842,4
11,-11.3363889,-74.69916670000001,4
1380,38.14835,-85.79849,4
1381,38.1550532,-86.9563844,4
3499,51.87094,0.86483,4
2080,41.5014,-71.36450000000001,4
2794,45.327755,7.885121,4
3887,8.2097222,-72.4261111,4
3181,48.8563,2.3559,4
3510,52,5.25,4
2037,41.33506,-81.51067,4
2539,43.5950662,-73.5181711,4
3636,53.0475,8.786667,4
63,-20.39711,30.72364,4
520,19.25,-99.16667,4
3792,57.0166667,-2.5333333,3
2174,41.8967603,-73.4015093,3
