,Latitude,Longitude
0,55.9497284685701,-3.19333076477051
1,55.9497284685701,-3.19333076477051
2,51.64875,-0.0974
3,40.4252580669014,-3.69063377380371
4,25.038958,-77.46623099999999
5,32.677356,-91.1826094
6,30.2286,-94.19273
7,50.6391735835358,3.07591438293457
8,51.41667,0.13333
9,52.72766,-0.67791
10,36.148411,-84.5052153
11,36.2436749,-85.243301
12,48.8662,2.3268
13,36.148411,-84.5052153
14,36.0300646,-85.3466385
15,48.8534,2.3486
16,49.28217,6.6795
17,55.95,-3.3725
18,38.7937266,-77.8577722
19,55.4166667,-3.0666667
20,49.63984,-1.61636
21,35.394193,-108.4109074
22,-30,26
23,40.1822849,-82.9571265
24,9.550599999999999,122.5164
25,-50.0333333,-70.7833333
26,2.6833333,101.9
27,37.8494872,-91.5548738
28,42.9388428,-109.4804179
29,36.0300646,-85.3466385
30,39.7528767,-77.1330392
31,38.9117782,-77.0499772
32,38.6653967,-76.58440280000001
33,38.8881,-77.06950000000001
34,45.4634,13.5167
35,45.4634,13.5167
36,10.4166667,-74.45
37,39.1409012,-82.98934439999999
38,38.7795589,-77.4327658
39,38.8873341,-77.05553279999999
40,40.2283914,-83.5221483
41,38.9145559,-77.0391436
42,10.55,-61.2666667
43,10.1,-61.6833333
44,43.3753474,-73.9392921
45,10.1666667,-61.5833333
46,42.7578673,-71.2422828
47,42.7578673,-71.2422828
48,42.9702328,-109.4537508
49,4,-60
50,25.3666667,-78
51,42.723417,-72.4223094
52,19.42847,-99.12766000000001
53,43.2945185,-72.9378796
54,42.2834296,-71.3656148
55,21.6,104.75
56,9.550599999999999,122.5164
57,41.4807934,-107.6697922
58,37.1264699,-84.44049440000001
59,37.1264699,-84.44049440000001
60,36.89484,-81.3498273
61,19.25,-99.16667
62,40.4880951,-89.6756609
63,40.648094,-86.152119
64,49.9234,2.303
65,52.1615076059046,-0.703125
66,25.0333333,-101.2666667
67,43.460833,-80.37861100000001
68,39.8280678,-98.5797874
69,45.566834171,-66.632168174
70,49.28217,6.6795
71,55.95,-3.3725
72,55.95,-3.2
73,55.95,-3.2
74,55.95,-3.2
75,55.95,-3.2
76,-34.5521559886793,-58.4808468818665
77,51.5,-0.33333
78,51.41667,0.13333
79,51.53333,-0.08333
80,52.9207024314979,-1.47216796875
81,55.95,-3.3725
82,55.95,-3.3725
83,55.95,-3.3725
84,-34.5521559886793,-58.4808468818665
85,55.8666667,-4.25
86,55.8666667,-4.25
87,38.9787148,-79.949519
88,51.6,-0.25
89,51.6,-0.25
90,51.6,-0.25
91,51.6,-0.25
92,-32.9271483615446,151.776466369629
93,49.012779,2.55
94,35.98209,-78.90713
95,55.9497284685701,-3.19333076477051
96,55.9497284685701,-3.19333076477051
97,55.9497284685701,-3.19333076477051
98,55.8666667,-4.25
99,41.7109303,-73.1345553
100,51.79588,-0.07854
101,51.5,-0.45
102,51.5,-0.45
103,51.5,-0.45
104,51.5,-0.45
105,51.48745,-1.02001
106,49.012779,2.55
107,40.8413889,-73.9422222
108,46.5,2.13333
109,55.9497284685701,-3.19333076477051
110,-34.5521559886793,-58.4808468818665
111,51.55,0.11667
112,51.55,0.11667
113,51.41667,0.13333
114,51.5,-0.25
115,51.53333,-0.08333
116,51.5,-0.16667
117,51.33333,-0.08333
118,51.5,-0.16667
119,-32.9271483615446,151.776466369629
120,49.012779,2.55
121,55.95,-3.3725
122,45.2535999,-86.9795592
123,39.8722,-75.24536000000001
124,36.50334,-79.74151000000001
125,49.28217,6.6795
126,38.4879946092148,21.29150390625
127,43.1908948,-77.7319504
128,49.28217,6.6795
129,49.28217,6.6795
130,45.2535999,-86.9795592
131,41.49088,-81.66540999999999
132,36.148411,-84.5052153
133,35.8870112,-85.1849641
134,35.8870112,-85.1849641
135,35.8870112,-85.1849641
136,35.8870112,-85.1849641
137,35.8870112,-85.1849641
138,50.6391735835358,3.07591438293457
139,36.9592411,-84.74605390000001
140,50.84172,4.32296
141,50.6391735835358,3.07591438293457
142,46.97811,7.43545
143,40.9606192,-79.8306077
144,49.28217,6.6795
145,33.88623,-83.37683
146,45.2535999,-86.9795592
147,34.6120507,-82.765139
148,38.7728905,-79.4067129
149,38.7942785,-79.5492193
150,17.4306,33.899
151,20,77
152,46.75723,-105.655
153,41.8239891,-71.4128343
154,13.06667,124.03333
155,58.3790441727686,26.734231710434
156,23.35,-98.0333333
157,38.2990173,-78.8986379
158,51.55,0.21667
159,51.0833333,9.449999999999999
160,-29.15,153.2833333
161,28,84
162,-29.15,153.2833333
163,41.1749988,-95.9086234
164,41.1749988,-95.9086234
165,41.1749988,-95.9086234
166,34.93759,-92.58599
167,42.29566,-90.62336999999999
168,41.0850542,-82.39988870000001
169,45.2722095,-86.9870598
170,45.2722095,-86.9870598
171,48.516801039,-88.36674952
172,42.5961799,-77.2488671
173,42.5961799,-77.2488671
174,45.43861,12.32667
175,45.43861,12.32667
176,42.7578673,-71.2422828
177,39.7528767,-77.1330392
178,45.6508837,-68.6989241
179,45.812570976,-71.35938655
180,42.1417614,-71.907295
181,-7.25,-41.9833333
182,36.148411,-84.5052153
183,36.2436749,-85.243301
184,50.6391735835358,3.07591438293457
185,50.7,3.7
186,42.4514848,-71.0864414
187,41.88304,-88.32353000000001
188,51.64875,-0.0974
189,36.148411,-84.5052153
190,35.8870112,-85.1849641
191,49.012779,2.55
192,34.6120507,-82.765139
193,48.85339,2.34864
194,52.16045,-0.70312
195,48.8688,2.3539
196,48.8534,2.3486
197,38.9523323,-78.14694369999999
198,45.2535999,-86.9795592
199,38.9117782,-77.0499772
200,43.2256251,-75.48878740000001
201,40.4350792,-77.5561012
202,40.4350792,-77.5561012
203,52.19714,0.12823
204,52.16045,-0.70312
205,50.6391735835358,3.07591438293457
206,48.8534,2.3486
207,49.28217,6.6795
208,49.28373,6.65659
209,18.32758,-64.73771000000001
210,50.6391735835358,3.07591438293457
211,52.1615076059046,-0.703125
212,36.2250681,-89.7278599
213,34.54541,-91.96768
214,49.783343537,-92.750320367
215,42.9461395,-83.12382650000001
216,46.166757466,-83.06657769900001
217,35.632905,-81.76926520000001
218,35.632905,-81.76926520000001
219,36.0300646,-85.3466385
220,34.93759,-92.58599
221,48.85341,2.3488
222,40.7166667,-7.7833333
223,40.7166667,-7.7833333
224,40,-4
225,6.7,-1.85
226,42.4728418,-78.1363976
227,45.166800749,-79.83295558
228,46.316803794,-79.349618214
229,38.8138733,-107.7320034
230,37.9313801,-108.6909308
231,52.16045,-0.70312
232,42.2932,-71.23609999999999
233,50.46878,-3.50448
234,50.46878,-3.50448
235,52.33333,-0.16667
236,42.5153725,-71.1144984
237,35.632905,-81.76926520000001
238,49.012779,2.55
239,52.16045,-0.70312
240,50.6391735835358,3.07591438293457
241,48.8662,2.3268
242,52.16045,-0.70312
243,42.7825237,-86.099763
244,51.55,0.21667
245,41.65,-7.4666667
246,33.64836,-98.46944999999999
247,46.4861,6.753
248,45.75,4.85
249,38.9523323,-78.14694369999999
250,42.4048186,-71.1272754
251,42.4514848,-71.0864414
