,Latitude,Longitude,count
3105,35.4556684,-82.5981795,158
2966,34.895926,-83.46654959999999,153
10990,53.68085,-1.49895,151
10463,52.559686,13.287711,150
3371,36.5,-5.75,148
4076,38.7689401,-90.4681741,145
7591,45.2833333,6.0666667,144
1708,20,77,144
4181,38.8996,-77.25964999999999,142
6980,43.6221773,-94.0710699,140
1628,19.33333,-99.5,138
4371,39.1409012,-82.98934439999999,135
4054,38.71667,-9.133330000000001,135
3141,35.632905,-81.76926520000001,134
3215,35.9217324,-85.34830460000001,134
8236,47.4145445,-122.230399,134
6636,42.9402318,-109.4570839,134
9558,51.33333,-2.5,133
5730,41.3367606,-73.94791650000001,133
6082,41.9600988,-71.4578372,132
5107,40.26816,-75.02378,132
11088,54,-2,131
4400,39.1889972,-76.57190900000001,131
3949,38.4879946092148,21.29150390625,129
3907,38.3524264644614,23.1399536132812,129
8745,49.28217,6.6795,126
5903,41.65,-7.4666667,126
2854,34.350601,-85.15801399999999,124
4699,39.7747813,-84.0799363,123
1906,25.3666667,-78,123
7041,43.76667,11.25,122
6039,41.88304,-88.32353000000001,121
9142,50.5,-4,120
9723,51.5,10.5,120
6594,42.8514784,-71.02839040000001,120
5085,40.2227,-75.10129999999999,118
6659,42.9702328,-109.4537508,116
606,-32.9271483615446,151.776466369629,115
4956,40.0458193,-105.4008278,115
5100,40.2489600508098,-3.82236086810732,115
8057,46.780676645,-73.81277740100001,114
8959,5.42634,-74.82319,113
3214,35.9211768,-85.3444155,112
3718,37.8494872,-91.5548738,111
10337,52.3122,4.75039,110
384,-24.1666667,29.25,110
11019,53.785,-2.249,109
5413,40.7576601499703,-73.91326904296881,109
4136,38.8665013,-76.9921978,109
6832,43.2586801,-75.08210529999999,107
2757,34.0004338,-81.000091,107
5885,41.6170428,-72.0845212,106
10852,53.33333,-2.85,106
6508,42.6833,23.3166,106
5016,40.1141,-75.3822,106
6640,42.9473823,-116.730402,105
1697,2.6833333,101.9,104
9586,51.37891,0.52786,104
4448,39.262608,-76.4330157,104
1223,13.1563889,-61.2233333,103
9647,51.45,-2.6,101
2118,29,125,101
9556,51.33333,-0.08333,101
10857,53.3393,-1.28522,101
6344,42.4367527,-73.0537118,100
7133,43.9724137,-111.2752267,99
11473,55.67594,12.56553,99
4712,39.7925995,-77.0247036,99
4231,38.9290001,-77.0577552,98
1996,26.9342246,-80.0942087,98
1221,13.1310983310125,80.1192569732666,98
3179,35.8000689,-88.86672729999999,97
8638,48.8662,2.3268,96
3043,35.1673393,-82.0267752,96
7183,44.1334023,-70.82256599999999,95
5210,40.44423,-81.70177,95
10853,53.33333,-8,94
7836,46,2,93
6353,42.454805,-73.48983389999999,92
4996,40.0936747,-82.99157200000001,91
11786,57.1666667,-2.6666667,90
7059,43.8117444,-70.3761634,90
3416,36.7525,3.04197,90
4709,39.7835987,-105.5991669,90
10283,52.2,0.11667,90
12066,63.3166667,22.4833333,89
1997,26.9489465,-80.07476370000001,88
5815,41.4989861,-72.90065800000001,88
2824,34.2331373,-102.4107493,86
6447,42.5961799,-77.2488671,86
3840,38.1991667,-78.90472219999999,86
10292,52.2166667,7.0333333,85
5075,40.2109404,-75.27823170000001,85
1891,25.0333333,-101.2666667,85
8438,48.2084877601653,16.3720750808716,85
7386,44.709216,-72.9187472,85
5397,40.7388889,-74.0088889,84
6663,42.98333,-73.79389,84
3182,35.8047883,-88.5106076,84
7351,44.5725548,-71.2236894,84
240,-19.543069,-65.72370600000001,83
2229,3.9813889,-75.6502778,83
7807,45.900084971,-80.899726368,83
10908,53.42133,-6.27008,82
5198,40.4350792,-77.5561012,81
4197,38.9112226,-77.0491438,81
8536,48.5822,7.7431,80
2630,33.365988,-81.0931547,80
4678,39.7428979,-74.1281918,79
12048,61.5741667,-147.3972222,79
4294,39.0028496,-82.9054515,79
7191,44.1575733,-70.04060749999999,78
1636,19.42847,-99.12766000000001,78
538,-30,26,78
1595,18.93667,72.89749999999999,78
12051,61.5908333,-147.3986111,78
8148,47.1055153,-95.8778212,78
11080,53.9639632888809,-1.09142303466797,78
11781,57.1333333,-2.1,77
8071,46.81228,-71.21454,77
7447,44.8841292,-93.97052549999999,77
3440,36.861259,-76.3035524,76
8451,48.2418,16.4341,76
7646,45.4634,13.5167,76
4857,4.1408333,-75.9813889,76
2632,33.3790427,-81.1351006,75
3663,37.691166,-86.61776159999999,75
4717,39.7989922,-76.29106899999999,75
5549,40.9606192,-79.8306077,74
5940,41.6964,-86.18219999999999,74
8129,47.04611,29.38722,74
6600,42.8642267,-78.2802946,73
1637,19.4361,-99.0719,72
4066,38.7423369,-76.99886410000001,72
9617,51.41667,-1.25,72
11531,55.87194,-4.43306,72
8338,47.7931,13.0042,72
11702,56.5,-6,71
2735,33.88623,-83.37683,71
4213,38.9170558,-77.0471993,71
4216,38.9176114,-77.0474772,71
6164,42.1489631,-76.35243629999999,71
609,-33,146,71
11274,54.66667,-6.25,71
9616,51.41667,-0.33333,71
10412,52.45386,-1.74803,70
4434,39.2458231,-106.268912,70
1772,21.6,104.75,70
3748,37.9470691,-76.0393808,70
8322,47.7314,12.885,69
5407,40.7525,-73.8166667,69
8086,46.8768852,-111.9138819,69
6667,42.9875714,-74.7976486,69
10273,52.18831,-0.45316,69
5646,41.1465836685555,-8.591828942298889,68
5128,40.2987174,-75.17322830000001,68
4098,38.7942785,-79.5492193,68
1501,18.2166667,-77.4833333,68
7121,43.950113571,-79.61632385,68
1210,12.994414,80.18051699999999,68
11557,55.95,-3.2,67
11912,59.6352155629442,17.9125213623047,67
6529,42.71694,-76.08583,67
2819,34.2173169,-85.17522839999999,67
3,-0.22985,-78.52495,66
5810,41.49088,-81.66540999999999,66
11038,53.8333333,-2.5,66
5572,41.0138429552247,28.9496612548828,66
6979,43.61912,-116.39658,65
5009,40.1034,-75.3553,65
9618,51.41667,0.13333,65
5925,41.6748157,-74.13264479999999,65
2685,33.64836,-98.46944999999999,65
10847,53.31861,-8.06833,64
11897,59.3254,18.03148,64
7184,44.1445136,-70.78062060000001,64
6525,42.7111414,-83.4110517,64
2606,33.2203184,-116.2108405,63
8439,48.21,16.37,63
11628,56.1166667,-3.95,63
7446,44.88361,-93.97083000000001,63
4412,39.2092787,-75.5649255,63
4379,39.1512237,-75.4565877,63
5717,41.3142182,-82.60156550000001,62
11155,54.213675548,-126.25752517,62
10458,52.538,-7.467,62
11701,56.5,-4,62
9796,51.53333,-0.08333,61
2083,28.4475,-81.46939999999999,61
10142,52,-1,61
9648,51.45,0.05,61
2167,29.7607838,-95.3977168,61
8956,5.40283,-74.86718,61
10838,53.3003125794553,-8.940553665161129,61
6014,41.833436,-70.8328162,61
8656,48.8776,2.35514,61
4168,38.8945562,-77.0427548,60
7163,44.0606281,-70.39366750000001,60
2249,30.12194,31.40556,60
7953,46.433397439,-62.165312527,60
4737,39.8280678,-98.5797874,60
6220,42.2670446,-70.8478224,60
9715,51.5,-0.4166667,59
6532,42.723417,-72.4223094,59
2825,34.23381,-102.40919,59
3759,37.97945,23.71622,59
6797,43.2020058,-77.7452844,59
11466,55.64524,-2.22267,58
6628,42.9223075,-71.5078455,58
10512,52.66667,-6.83333,58
2558,32.87519,13.18746,58
4731,39.8228,-75.66,58
5076,40.21122,-75.2749,58
9284,50.79845,-1.09039,58
6171,42.1623,-77.03691000000001,58
879,-6.3508333,-79.08,58
6538,42.7378672,-71.3545075,58
8749,49.28576,6.65876,58
2978,34.9451141,-82.78041469999999,58
6997,43.646161,-70.309281,57
3804,38.1040882,-120.7974351,57
1947,26,32,57
6467,42.6286895,-73.9134588,57
11489,55.75,-2.5,57
4283,38.9970528,-78.0513864,57
5403,40.74976,-73.977969,57
2931,34.7709315,-82.9623711,57
4165,38.8926119,-77.00303150000001,57
789,-43.1463889,148.0019444,56
1618,19.16667,72.83333,56
9724,51.5,12,56
6814,43.2256247,-75.0612709,56
12228,9.722222199999999,-67.425,56
5588,41.040653,-74.53265810000001,56
8817,49.516350467,-123.969443583,56
6454,42.6134015,-77.3122034,55
11814,57.4666667,-4.2333333,55
4526,39.4135988,-106.1261321,55
6456,42.6153453,-77.4024853,55
10197,52.0833333,10.2833333,55
3569,37.3333836,-93.93688040000001,54
1764,21.42667,39.82611,54
5417,40.7608,-73.9706,54
8832,49.54977212,-119.019058232,54
867,-6,147,54
5170,40.3839728,-77.2649847,53
11946,6.25,-75.61667,53
11525,55.8666667,-3.9166667,53
10658,53.004,-0.3975,53
10894,53.39417,-1.38833,53
11252,54.618056,-5.8725,53
5974,41.7503782,-71.49978249999999,52
4138,38.868168,-76.9580301,52
9971,51.75315,-1.23854,52
6625,42.9181414,-71.3989541,52
703,-37.06667,-70.28333000000001,52
9740,51.5079,-0.0241,52
2718,33.7866847,-118.2425706,52
9960,51.75,-0.75,51
4517,39.4017663,-77.9844427,51
5437,40.7834345,-73.9662495,51
1613,19.088686,72.867919,51
4631,39.6325864,-79.12225239999999,51
5440,40.7861522,-86.14638309999999,50
11777,57.0833333,-4.6666667,50
9314,50.8333333,4,50
9297,50.8090805768295,-1.07142448425293,50
2977,34.93759,-92.58599,50
2678,33.610632,-105.6999847,50
3323,36.25,9.5,50
4158,38.8881,-77.06950000000001,50
4529,39.4230432,-106.1233543,50
10428,52.5,-3.5,50
12235,9.83417,-74.23333,50
11162,54.25,-6.5,50
6962,43.5967362,-75.50462469999999,49
2627,33.3412337,-90.2773066,49
5288,40.5867262,-82.91796100000001,49
9889,51.643,-1.16421,49
77,-12.0038889,-76.6388889,49
3230,35.9620357,-83.4440556,49
2692,33.6651093,-84.11824970000001,49
7009,43.6666667,3.8333333,49
5752,41.3945426,-72.10896579999999,49
4221,38.9195557,-77.06386639999999,49
6480,42.6464602,-76.5052173,49
1541,18.35,-78.0666667,49
5840,41.5398198,-72.8676012,49
11355,55,-2,49
4195,38.9084,-77.0341,49
4314,39.0411584,-90.310669,48
9761,51.51334,-0.08901000000000001,48
4634,39.6400914,-78.3711223,48
9394,50.9666667,10.7333333,48
5499,40.8884324,-74.5015449,48
7758,45.733412574,-76.98274348,48
5729,41.33506,-81.51067,48
9591,51.38267,-2.71909,48
5999,41.7995,-89.69476,48
6140,42.0965915,-111.8374493,48
11092,54,21,47
4147,38.8823342,-77.0427548,47
5096,40.23421,-84.40862,47
3452,36.8912586,-76.2618842,47
858,-50.0333333,-70.7833333,47
11239,54.58333,-7,47
7472,44.93459,-119.56528,46
6841,43.2945185,-72.9378796,46
5382,40.7167688,-74.0662524,46
824,-44.9,167.55,46
3668,37.70894,-88.67617,46
3541,37.2279279,-77.4019267,46
3849,38.2209651,-78.4475108,46
367,-23.5166667,27.8333333,46
9864,51.60198,-0.05397,45
10740,53.16352,-2.73595,45
10981,53.6666667,15,45
7428,44.8374628,-93.6407923,45
11387,55.25,-2,45
6907,43.4750709,-72.63815080000001,45
11657,56.25,-3.1666667,45
2951,34.83349,-79.49977,45
11679,56.4,-3.4333333,45
2886,34.54176,-91.98347,45
4669,39.7277656,-105.5975002,45
9251,50.73444,-3.41389,45
2567,32.9459648,-89.5167399,45
1828,22.5833333,-74,45
7837,46.000099603,-75.33260778499999,45
9717,51.5,-1.25,44
6791,43.1908948,-77.7319504,44
4992,40.0926,-82.9873,44
11422,55.5,-2.5,44
5581,41.0242258,-80.61479540000001,44
4069,38.7492833,-77.6480469,44
4092,38.78813,-77.44956000000001,44
3113,35.4911934,-89.78397099999999,44
9727,51.50051,-0.12883,44
8748,49.28448,6.68268,44
3375,36.50334,-79.74151000000001,44
3313,36.2250681,-89.7278599,44
8258,47.49428,11.09796,43
5212,40.44562,-79.95589,43
1768,21.5333333,-78.2166667,43
1061,10.1,-61.6833333,43
5025,40.1253701,-76.999977,43
5005,40.1014865,-76.0874493,43
8923,5.0666667,-75.84999999999999,43
548,-30.5,29,43
2889,34.54541,-91.96768,43
279,-20.43333,116.98333,43
6959,43.5950662,-73.5181711,43
6960,43.595233,-94.0930153,43
5302,40.6150384,-89.6223229,43
10905,53.4166667,-2.9166667,42
1826,22.5742,88.3586,42
11266,54.6575,-6.215833,42
5129,40.2989951,-75.18100630000001,42
9388,50.95026,-1.3568,42
8747,49.28373,6.65659,42
5519,40.92117,-80.37618000000001,42
6341,42.4333333,-6.6,41
963,-8.164999999999999,-79.0155556,41
10145,52,10,41
9031,50.08333,6,41
6991,43.637455,-94.10218209999999,41
10417,52.473025,13.403944,41
4861,4.1736111,-76.05666669999999,41
4235,38.9353888,-77.0874781,41
1807,22.2833333,-102.7333333,41
11789,57.20194,-2.19778,41
4733,39.825112,-75.53992390000001,41
11554,55.9333333,-4.75,41
3930,38.4287275,-75.49131,41
4013,38.6353304,-90.4459524,41
4308,39.0283996,-83.86353920000001,41
4203,38.9126115,-77.0491438,40
1537,18.3333333,-88.4333333,40
3713,37.8403271,-87.07277449999999,40
3842,38.2009055,-84.87328359999999,40
3896,38.3256768,-75.9177116,40
8067,46.8,15.48333,40
1293,14.14675,38.772833,40
4171,38.8959451,-77.0446993,40
5175,40.3975896,-76.59191079999999,40
10921,53.4583132871027,12.0011901855469,40
4606,39.5653789,-77.04414850000001,40
10630,52.9666667,-1.15,40
6370,42.4812059,-71.2089445,40
4728,39.8190014,-75.49019819999999,40
6001,41.80201,-77.87083,40
4851,4.0547222,-76.3558333,40
6899,43.460833,-80.37861100000001,39
4492,39.3377661,-106.3180809,39
4646,39.6667782,-75.7677135,39
3693,37.7833,20.8333,39
5629,41.1067183,-83.9282747,39
11099,54.04655,-2.77206,39
9238,50.71667,-2.43333,39
6430,42.5722397,-88.3673167,39
3379,36.5148016,-83.8904756,38
405,-25.08333,30.68333,38
11325,54.8951,-2.9382,38
3880,38.294365,-118.8765294,38
8939,5.2,-74.1166667,38
4324,39.0495538,-76.8041377,38
11818,57.5,-3.0833333,38
4367,39.1317756,-76.6205216,38
8828,49.5347923,-67.423876901,38
10861,53.34399,-6.26719,38
6385,42.5,2.25,38
9434,51.05,13.73333,37
10372,52.36667,4.88333,37
6205,42.24926,-71.810349,37
1801,22.2,-102.0833333,37
11844,57.6666667,-5,37
8728,49.2166667,1.2166667,37
903,-64.2666667,-62.2833333,37
11129,54.1166667,-2.7666667,37
1218,13.1,-59.5,37
1195,12.5199,37.434047,37
9794,51.5317,-1.9317,37
9488,51.19,4.404,37
1247,13.55,-88.81667,37
8358,47.898,2.164,37
1832,22.654739,88.44672199999999,37
11369,55.0833333,-3.8333333,37
4208,38.9145559,-77.0391436,37
10951,53.55,10,37
12041,61.16667,-149.25056,37
3349,36.3536766,-85.15523779999999,37
4065,38.7419,-76.99290000000001,37
1542,18.35356,-64.75042000000001,36
4252,38.9445553,-77.0560885,36
2268,30.31003,-97.91742000000001,36
6861,43.3601,-80.31269,36
12040,61.14472,54.36778,36
3817,38.1354096,-76.9444141,36
6602,42.8666365,-94.2002395,36
8261,47.5,11,36
5995,41.7953068,-88.2406259,36
5078,40.2141,-75.2779,36
3744,37.93636,23.94447,36
11048,53.8659,-1.66057,36
6089,41.98174,-76.9658,36
8302,47.6223,-122.3566,36
2781,34.0639989,-90.65148790000001,35
10280,52.19714,0.12823,35
10693,53.08333,-6.33333,35
10181,52.0651,-2.43044,35
9714,51.5,-0.33333,35
4116,38.822613,-77.1041453,35
4987,40.0853766,-76.03105909999999,35
10175,52.0584,-2.35174,35
11785,57.1666667,-2.1666667,35
6169,42.1586996,-74.5204306,35
4370,39.1370528,-76.6983022,35
244,-2,128,35
10899,53.410580680167,-2.97793865203857,35
3701,37.799649,-121.9199581,35
11281,54.7182,-6.2115,34
4206,38.9128893,-77.0488661,34
8486,48.3800203,-102.7721265,34
10589,52.84748,-2.17342,34
4080,38.7728905,-79.4067129,34
9689,51.4833333,0.5,34
10509,52.66472,-8.623060000000001,34
10789,53.23622,-1.40005,34
1982,26.6467338,-80.29393709999999,34
4062,38.7376151,-76.92636210000001,34
3384,36.53361,-6.29944,34
11546,55.91667,-2.75,34
3728,37.8715926,-122.272747,34
9624,51.432447,12.241633,34
4626,39.6150884,-78.761685,33
1719,20.2666667,-104.45,33
5480,40.8600426,-86.02638140000001,33
3199,35.86813,-90.94568,33
11626,56.11532,-4.23386,33
11828,57.5425,-4.0475,33
6781,43.1783937,-77.9450128,33
11465,55.63457,-4.67812,33
3987,38.5836,-77.3305,33
10036,51.8333333,-2.1666667,33
11149,54.1885,-6.3625,33
9713,51.5,-0.25,33
4060,38.7272,-9.14237,33
10068,51.8833333,-3.4,33
4029,38.6656082,-86.6044376,33
4702,39.7789951,-76.1166178,33
3437,36.8422762,-89.3597967,33
4187,38.9042783,-77.034699,33
6227,42.275556,-82.955556,33
10516,52.6685687959646,-1.13297581672668,33
3261,36.0601451,-78.7833388,32
1888,24.9530556,-107.6219444,32
9851,51.5879,-0.1063,32
11592,56,9.25,32
3625,37.5408842,-90.5903984,32
2337,31.183903,29.948889,32
7366,44.6333333,0.45,32
7692,45.566834171,-66.632168174,32
863,-56,-33,32
10266,52.17921,0.09467,32
6214,42.2612045,-71.7689594,32
10607,52.91421,-1.46857,32
8882,49.8466,2.3944,32
4950,40.0303761,-76.23412329999999,32
11267,54.6585,-5.6725,32
4998,40.0957,-75.41249999999999,32
6008,41.8212111,-71.4647812,32
12197,9,-80,32
4433,39.2451121,-75.5177017,32
10580,52.822,-1.53296,32
10049,51.85323,-2.2431,32
5796,41.470929,-73.25150410000001,32
3115,35.5006942,-80.0003243,32
1632,19.35583,-99.30110999999999,32
2600,33.1917835,-96.6669382,32
5256,40.5267256637762,-3.90300210642985,32
201,-17.5,32,32
10044,51.84598,-2.23795,31
3344,36.3398184,-83.0029404,31
5742,41.3823163,-74.4398791,31
10390,52.39857,0.25811,31
10433,52.5,5.75,31
2210,3.66667,-74.16667,31
3094,35.3926161,-82.5006759,31
6364,42.47059,-76.54145,31
2417,31.86667,35.21667,31
2241,30.06263,31.24967,31
10255,52.1666667,-0.4166667,31
4140,38.8709453,-77.1874808,31
7039,43.7613629,-96.74032889999999,31
4149,38.8840009,-77.0208097,31
8502,48.4125215,-102.8199043,31
10552,52.750182054,-75.132632105,31
5467,40.8334328,-74.6829393,30
1914,25.5,-76.75,30
4196,38.91095,-76.92563,30
5245,40.496747,-3.445872,30
10053,51.8644,-0.92893,30
4232,38.9337225,-76.84913830000001,30
12098,67.269167,14.365278,30
4401,39.1895037,-84.3657729,30
3756,37.9761111,-105.5552855,30
6402,42.5220399,-70.8953266,30
10496,52.632,-1.124,30
4957,40.0462086,-76.30690319999999,30
7396,44.750104163,-79.88296275800001,30
9684,51.4813889,11.9855556,30
4096,38.7931699,-77.4477662,30
3996,38.6021272,-121.3974528,30
823,-44.86836567,167.520039948,30
10526,52.6858,-1.81618,30
5319,40.63972,-73.75833,30
8386,48.0384841,14.4185085,30
3279,36.1235963,-111.8834947,30
1545,18.37578,-65.95793999999999,30
7993,46.5408417,-102.867112,30
11725,56.68333,-5.56667,30
11668,56.3333333,-3,30
11750,56.923611,23.971111,30
1454,17.95,-77.34999999999999,30
1818,22.38333,-79.59999999999999,30
2811,34.1931538,-91.7242961,30
8206,47.3333333,7.3333333,30
2809,34.1851561,-79.7236728,30
4742,39.8366528,-105.0372046,29
11417,55.4583,-4.6258,29
1848,23.11667,113.25,29
10288,52.205,0.175,29
2161,29.68956,-95.46014,29
7090,43.892223,-69.938614,29
309,-21.58333,-46.9,29
8886,49.86667,2.03333,29
2657,33.5102,36.29128,29
2740,33.92665,-85.61574,29
6064,41.9283652,-87.72366820000001,29
7193,44.1595083,-71.8934215,29
7229,44.2564578,-70.6347852,29
10866,53.35374,-2.27495,29
3937,38.4622865,-85.5427382,29
11004,53.71889,-6.34778,29
11225,54.51635,-1.42745,29
6723,43.0706398,-71.2092292,29
3537,37.2166667,-3.8666667,29
987,-9,-78.2,29
4268,38.97649,20.37277,29
2082,28.4459,-81.3954,29
8445,48.21843,16.35817,29
1477,18.08216,-63.04282,29
9557,51.33333,-1.5,29
9924,51.68333,-3.38333,29
78,-12.04318,-77.02824,29
11235,54.55315,-3.58716,28
4027,38.6650526,-86.6044376,28
11295,54.7768000648463,-1.57575488090515,28
12042,61.1741667,-149.9961111,28
4493,39.3384344,-79.496162,28
9532,51.27904,1.07992,28
10612,52.9207024314979,-1.47216796875,28
3251,36.023681,-84.8874508,28
893,-6.7822222,-79.67749999999999,28
1186,12.30093,76.66891,28
4593,39.5389816,-78.5133458,28
2871,34.45993,72.50237,28
3170,35.76353,74.70563,28
6305,42.3664863,-71.05449539999999,28
4210,38.9162225,-77.0549773,28
11190,54.35,-6.6666667,28
4707,39.7834391,-76.1330074,28
1886,24.9,-102.1333333,28
1824,22.5333333,88.41666669999999,28
3051,35.2014777,-90.0514798,28
10823,53.2833333,-2.8833333,28
5058,40.1792,-75.2754,28
3843,38.2018,20.4383,28
5830,41.5142625,-73.23594799999999,28
10901,53.4166667,-1.5,28
7893,46.200140821,-61.065207187,28
1871,24.45,-77.71666999999999,28
5926,41.67599,-72.78604,28
2361,31.40444,30.41639,28
2484,32.3412569,-91.4006717,28
5559,40.99367,-81.52039000000001,28
2187,29.9831,-90.2607,28
2579,33.0476226,-94.9735467,28
6765,43.1366597,-89.74623389999999,27
862,-53.01613,73.36360999999999,27
10870,53.3602778,-7.0458333,27
3018,35.1126,-94.38772,27
5465,40.83333,-2.5,27
7521,45.066836452,-66.83218627700001,27
6972,43.6092,3.9145,27
868,-6.1,106.9,27
8285,47.56667,12.95,27
4207,38.9140004,-77.0530328,27
12050,61.5805556,-147.3833333,27
1958,26.1517576,-81.79675469999999,27
8709,49.10635,-122.82509,27
11820,57.5,-5,27
5537,40.94671366508,25.33447265625,27
4798,39.9478906,-75.1487882,27
787,-43,170.6666667,27
3410,36.7237609,-76.5580054,27
8145,47.09968,-95.84379,27
2189,3.0008333,-75.5347222,27
3318,36.2445059,-85.3844161,27
8814,49.5,23,27
10796,53.25,-4.3333333,27
4115,38.8174935,-107.1214382,27
5949,41.7042767,-70.23002030000001,27
5911,41.6612104,-72.7795419,26
3286,36.1344294,-111.8901617,26
10626,52.9536023000285,-1.15047454833984,26
516,-3,151.5,26
7948,46.416799177,-62.315321522,26
8723,49.19489,-123.17923,26
778,-42.4565842202113,171.220808029175,26
6931,43.5449747,-96.6169909,26
6728,43.074809,-70.90089039999999,26
71,-11.8,130.0166667,26
10452,52.52437,13.41053,26
4244,38.9409443,-77.0646998,26
10380,52.37895,4.90016,26
9414,51,4.5,26
5880,41.6095422,-72.93538100000001,26
1497,18.1833333,-77.4666667,26
9408,51,-1.25,26
6633,42.932556,-71.435667,26
1865,24,90,26
10299,52.23439,-0.8812,26
305,-21.4166667,39.7,26
10414,52.4666667,-2.85,26
4753,39.8639368,-90.7354064,26
4752,39.86202,-79.98061,26
4425,39.2226788687897,2.4334716796875,25
5406,40.75173,-79.79311,25
6463,42.6242257,-79.06698299999999,25
4003,38.6223406,-76.95525120000001,25
6479,42.6459644,-122.2380816,25
11726,56.7,-2.45,25
2196,3.3386111,-75.715,25
10141,52,-0.98333,25
4537,39.44136,-91.06267,25
2344,31.246296,-91.98206860000001,25
1231,13.2166667,-59.6333333,25
10196,52.0833333,-2.75,25
5071,40.2020326,-77.1927594,25
4821,39.9662096,-76.66079980000001,25
2883,34.5359325,-83.46516920000001,25
4797,39.9476128,-75.1465658,25
3706,37.8117071,-95.43748189999999,25
2783,34.0650093,-118.4306348,25
11170,54.28333,-8.5,25
4641,39.6528894,-75.7413231,25
4903,4.7177778,-75.7155556,25
4214,38.9170559,-77.0002539,25
235,-19.1416667,-65.12,25
4209,38.9159447,-77.05664400000001,25
8378,48.00543,16.23264,25
1752,21.1,105.9333333,25
1049,1.6666667,111.4333333,25
2820,34.2184976,-79.131705,24
5800,41.4778716,-74.12958949999999,24
11233,54.54897,-3.58412,24
2773,34.0501602,-79.66645149999999,24
11023,53.7964432369944,-1.54769897460938,24
6597,42.8561342,-86.0789315,24
2242,30.0702136,-94.2151837,24
5191,40.42035,-79.11669999999999,24
10613,52.9227723427478,-1.47663116455078,24
11003,53.7166667,-1.85,24
2089,28.54053,-81.28109000000001,24
11197,54.39944,-7.03944,24
4560,39.4733834,-85.9227616,24
4890,4.5338889,-75.6811111,24
1160,11.5833333,-15.5,24
6438,42.5792584,-71.4200629,24
9797,51.53333,-0.26667,24
4930,4.9925,-75.74333,24
9601,51.398,-1.308,24
11646,56.2,-3.41667,24
292,-20.75,-174.9,24
3707,37.81667,13.58333,24
6817,43.2300689,-75.7776872,24
8037,46.71667,-0.8,24
7389,44.73098,-119.42554,24
3802,38.0933993,-86.3296976,24
7354,44.585608,-72.3098272,24
1876,24.6605,79.21599999999999,24
466,-27.770586,29.976894,24
12022,60.291576510132,-1.3238525390625,24
4044,38.6833094,-111.0512766,24
10504,52.64882,-1.16927,24
3879,38.2831257,-85.7113511,24
10547,52.73213,-1.43166,24
11424,55.5,-4.25,24
4106,38.8048356,-77.0469214,24
9933,51.70467,-0.30519,24
11294,54.776762936846,-1.57565832138062,24
3438,36.85487,-76.35467,24
6645,42.9573019,-72.8973215,24
2413,31.8456816,-102.3676431,23
12149,72.48333,-25.11667,23
7422,44.83333,-0.56667,23
890,-6.7202778,-78.3872222,23
5918,41.66667,2,23
3210,35.91274,-88.7557,23
