,Latitude,Longitude,count
4498,34.6120507,-82.765139,2004
10924,43.2256251,-75.48878740000001,1916
6244,38.3242916,-76.5168989,1669
16424,54,-4,1580
10177,42.4514848,-71.0864414,1123
14641,50.6391735835358,3.07591438293457,1091
6563,38.7937266,-77.8577722,1033
5224,36.2436749,-85.243301,1005
10471,42.7578673,-71.2422828,1000
4417,34.350601,-85.15801399999999,984
13981,49.012779,2.55,963
12206,45.2535999,-86.9795592,927
5130,36.0300646,-85.3466385,894
10493,42.7825237,-86.099763,860
6666,38.8873341,-77.05553279999999,841
17583,9.550599999999999,122.5164,819
15735,52.1615076059046,-0.703125,798
7123,39.2867738,-76.6010777,784
15734,52.16045,-0.70312,773
16811,55.95,-3.3725,756
2902,27.5197607,-82.5173183,701
10487,42.7764787,-71.1522811,694
10238,42.5153725,-71.1144984,621
15400,51.64875,-0.0974,588
5188,36.148411,-84.5052153,572
3936,33.130599,-116.2994551,529
9686,41.9291973,-87.86200650000001,505
4353,34.2173169,-85.17522839999999,487
12312,45.43861,12.32667,486
7980,40.1822849,-82.9571265,462
6732,38.9117782,-77.0499772,450
13894,48.8534,2.3486,423
2869,26.9342246,-80.0942087,418
13895,48.85341,2.3488,411
12881,46.4861,6.753,408
1536,10.83333,49.75,404
10310,42.5961799,-77.2488671,399
9938,42.2434332,-70.9436578,395
8032,40.2283914,-83.5221483,391
7489,39.7528767,-77.1330392,365
6536,38.7689401,-90.4681741,363
15201,51.5,-0.45,359
7082,39.2528795,-77.6969362,354
9474,41.7480852,-88.8667525,354
16833,56,-4,342
3578,31.75,35,342
6457,38.6653967,-76.58440280000001,336
15340,51.56667,-0.33333,335
15326,51.55,0.21667,334
16807,55.9497284685701,-3.19333076477051,328
10614,42.9388428,-109.4804179,318
4755,35.1673393,-82.0267752,315
6045,37.97945,23.71622,313
15365,51.6,-0.25,304
15105,51.436667,5.979167,302
2111,18,-76.75,294
4117,33.6651093,-84.11824970000001,291
2823,26.29902,-81.7974,289
8504,40.7209356,-73.9959726,289
7816,40,-4,288
9201,41.4807934,-107.6697922,288
5102,35.9620357,-83.4440556,282
3608,31.86667,35.21667,280
8216,40.44562,-79.95589,279
3748,32.4544444,-115.9969444,279
